method,attention,type,prompt_index,prompt_text,image_path,clip_new_prompt_sim,clip_old_image_sim,clip_old_image_distance
sigmoid,self,0-animal,5,A photo of a rabbit riding a bicycle,data/sigmoid/self/0-animal/5.png,0.43974438309669495,0.8618807196617126,0.5255841612815857
sigmoid,self,0-animal,6,A photo of a panda riding a bicycle,data/sigmoid/self/0-animal/6.png,0.43401360511779785,0.8928060531616211,0.46302059292793274
sigmoid,self,0-animal,7,A photo of a fox riding a bicycle,data/sigmoid/self/0-animal/7.png,0.4056088924407959,0.8785117268562317,0.4929267466068268
sigmoid,self,0-animal,8,A photo of a wolf riding a bicycle,data/sigmoid/self/0-animal/8.png,0.35278117656707764,0.8575809001922607,0.5337024331092834
sigmoid,self,0-animal,9,A photo of a monkey riding a bicycle,data/sigmoid/self/0-animal/9.png,0.4178846478462219,0.8916946053504944,0.46541455388069153
sigmoid,self,0-animal,10,A photo of an elephant riding a bicycle,data/sigmoid/self/0-animal/10.png,0.41417959332466125,0.8891581892967224,0.47083303332328796
sigmoid,self,1-clothes,1,A portrait of a woman wearing a jacket,data/sigmoid/self/1-clothes/1.png,0.24123772978782654,0.9719792604446411,0.23673053085803986
sigmoid,self,1-clothes,2,A portrait of a woman wearing a sweater,data/sigmoid/self/1-clothes/2.png,0.2686268985271454,0.93316251039505,0.36561551690101624
sigmoid,self,1-clothes,3,A portrait of a woman wearing a skirt,data/sigmoid/self/1-clothes/3.png,0.2582038640975952,0.9871726036071777,0.16017082333564758
sigmoid,self,1-clothes,4,A portrait of a woman wearing a coat,data/sigmoid/self/1-clothes/4.png,0.24129393696784973,0.9744380712509155,0.22610579431056976
sigmoid,self,1-clothes,5,A portrait of a woman wearing a shirt,data/sigmoid/self/1-clothes/5.png,0.25266897678375244,0.9513490200042725,0.31193244457244873
sigmoid,self,1-clothes,6,A portrait of a woman wearing a scarf,data/sigmoid/self/1-clothes/6.png,0.26666706800460815,0.9823852777481079,0.18769462406635284
sigmoid,self,1-clothes,7,A portrait of a woman wearing a hoodie,data/sigmoid/self/1-clothes/7.png,0.25703907012939453,0.8692524433135986,0.5113658308982849
sigmoid,self,1-clothes,8,A portrait of a woman wearing a blouse,data/sigmoid/self/1-clothes/8.png,0.2715669572353363,0.9799562096595764,0.20021872222423553
sigmoid,self,1-clothes,9,A portrait of a woman wearing a suit,data/sigmoid/self/1-clothes/9.png,0.2538226544857025,0.9683893918991089,0.2514379918575287
sigmoid,self,1-clothes,10,A portrait of a woman wearing a vest,data/sigmoid/self/1-clothes/10.png,0.2747681736946106,0.9679087400436401,0.25334277749061584
sigmoid,self,2-color,1,A bear holding a red balloon.,data/sigmoid/self/2-color/1.png,0.34524279832839966,0.9403972625732422,0.3452615439891815
sigmoid,self,2-color,2,A bear holding a yellow balloon.,data/sigmoid/self/2-color/2.png,0.3234707713127136,0.9267408847808838,0.3827769458293915
sigmoid,self,2-color,3,A bear holding a black balloon.,data/sigmoid/self/2-color/3.png,0.3250533938407898,0.9804105758666992,0.19793649017810822
sigmoid,self,2-color,4,A bear holding a pink balloon.,data/sigmoid/self/2-color/4.png,0.3673790693283081,0.9489036202430725,0.3196760416030884
sigmoid,self,2-color,5,A bear holding a white balloon.,data/sigmoid/self/2-color/5.png,0.3568536043167114,0.9637800455093384,0.26914677023887634
sigmoid,self,2-color,6,A bear holding a green balloon.,data/sigmoid/self/2-color/6.png,0.3426368832588196,0.9767431616783142,0.21567046642303467
sigmoid,self,2-color,7,A bear holding a purple balloon.,data/sigmoid/self/2-color/7.png,0.3725976347923279,0.9712774753570557,0.2396773099899292
sigmoid,self,2-color,8,A bear holding a orange balloon.,data/sigmoid/self/2-color/8.png,0.38353049755096436,0.9480092525482178,0.32246169447898865
sigmoid,self,2-color,9,A bear holding a gray balloon.,data/sigmoid/self/2-color/9.png,0.33073946833610535,0.9795305728912354,0.202333465218544
sigmoid,self,2-color,10,A bear holding a brown balloon.,data/sigmoid/self/2-color/10.png,0.36582493782043457,0.9176831245422363,0.4057508707046509
sigmoid,self,3-decorates,1,A cake decorated with strawberries,data/sigmoid/self/3-decorates/1.png,0.2764497697353363,0.9059044718742371,0.43380972743034363
sigmoid,self,3-decorates,2,A cake decorated with blueberries,data/sigmoid/self/3-decorates/2.png,0.2846529483795166,0.9260019063949585,0.3847027122974396
sigmoid,self,3-decorates,3,A cake decorated with cream,data/sigmoid/self/3-decorates/3.png,0.2886756360530853,0.8766162991523743,0.4967568814754486
sigmoid,self,3-decorates,4,A cake decorated with sprinkles,data/sigmoid/self/3-decorates/4.png,0.3065444827079773,0.9243322014808655,0.3890185058116913
sigmoid,self,3-decorates,5,A cake decorated with almonds,data/sigmoid/self/3-decorates/5.png,0.3045080006122589,0.934800386428833,0.3611084520816803
sigmoid,self,3-decorates,6,A cake decorated with cherries,data/sigmoid/self/3-decorates/6.png,0.2727091312408447,0.9316234588623047,0.3698015809059143
sigmoid,self,3-decorates,7,A cake decorated with mints,data/sigmoid/self/3-decorates/7.png,0.29088911414146423,0.9392433762550354,0.348587304353714
sigmoid,self,3-decorates,8,A cake decorated with macarons,data/sigmoid/self/3-decorates/8.png,0.2630816400051117,0.9475154876708984,0.32398897409439087
sigmoid,self,3-decorates,9,A cake decorated with caramel,data/sigmoid/self/3-decorates/9.png,0.24242495000362396,0.966492772102356,0.2588711977005005
sigmoid,self,3-decorates,10,A cake decorated with raspberries,data/sigmoid/self/3-decorates/10.png,0.2905500531196594,0.9184595942497253,0.4038325846195221
sigmoid,self,4-food,1,A painting of a girl holding an apple,data/sigmoid/self/4-food/1.png,0.37162333726882935,0.8242158889770508,0.5929319262504578
sigmoid,self,4-food,2,A painting of a girl holding a grape,data/sigmoid/self/4-food/2.png,0.3936922550201416,0.7588356733322144,0.6944990158081055
sigmoid,self,4-food,3,A painting of a girl holding a pineapple,data/sigmoid/self/4-food/3.png,0.3556027412414551,0.7920488119125366,0.6449049711227417
sigmoid,self,4-food,4,A painting of a girl holding a watermelon,data/sigmoid/self/4-food/4.png,0.3247842788696289,0.9227165579795837,0.3931502103805542
sigmoid,self,4-food,5,A painting of a girl holding a mango,data/sigmoid/self/4-food/5.png,0.40497830510139465,0.910982072353363,0.42194294929504395
sigmoid,self,4-food,6,A painting of a girl holding a strawberry,data/sigmoid/self/4-food/6.png,0.3248278498649597,0.8016214966773987,0.6298865675926208
sigmoid,self,4-food,7,A painting of a girl holding a peach,data/sigmoid/self/4-food/7.png,0.3685278594493866,0.8401545882225037,0.5654120445251465
sigmoid,self,4-food,8,A painting of a girl holding a papaya,data/sigmoid/self/4-food/8.png,0.3063100576400757,0.9174486994743347,0.4063282907009125
sigmoid,self,4-food,9,A painting of a girl holding a kiwi,data/sigmoid/self/4-food/9.png,0.32168111205101013,0.9229838848114014,0.39246922731399536
sigmoid,self,4-food,10,A painting of a girl holding an orange,data/sigmoid/self/4-food/10.png,0.36655116081237793,0.9208183884620667,0.39794865250587463
sigmoid,self,5-object,1,A photo of a book on the table,data/sigmoid/self/5-object/1.png,0.260246604681015,0.7624539136886597,0.6892690062522888
sigmoid,self,5-object,2,A photo of a cup on the table,data/sigmoid/self/5-object/2.png,0.2373349964618683,0.9685704708099365,0.2507166862487793
sigmoid,self,5-object,3,A photo of a lamp on the table,data/sigmoid/self/5-object/3.png,0.2699405252933502,0.8532308340072632,0.541791558265686
sigmoid,self,5-object,4,A photo of a phone on the table,data/sigmoid/self/5-object/4.png,0.2767236828804016,0.7641209363937378,0.6868464350700378
sigmoid,self,5-object,5,A photo of a chair on the table,data/sigmoid/self/5-object/5.png,0.30520099401474,0.7620857954025269,0.6898029446601868
sigmoid,self,5-object,6,A photo of a table on the table,data/sigmoid/self/5-object/6.png,0.2269820272922516,0.9405125379562378,0.3449273407459259
sigmoid,self,5-object,7,A photo of a pen on the table,data/sigmoid/self/5-object/7.png,0.22333505749702454,0.9207375049591064,0.39815178513526917
sigmoid,self,5-object,8,A photo of a key on the table,data/sigmoid/self/5-object/8.png,0.21951469779014587,0.7609251737594604,0.6914833784103394
sigmoid,self,5-object,9,A photo of a bag on the table,data/sigmoid/self/5-object/9.png,0.2128523737192154,0.8253169059753418,0.5910717844963074
sigmoid,self,5-object,10,A photo of a clock on the table,data/sigmoid/self/5-object/10.png,0.20364312827587128,0.9160125255584717,0.40984734892845154
sigmoid,self,6-plants,1,A drawing of a garden filled with roses,data/sigmoid/self/6-plants/1.png,0.3565784990787506,0.9296006560325623,0.3752318024635315
sigmoid,self,6-plants,2,A drawing of a garden filled with tulips,data/sigmoid/self/6-plants/2.png,0.33929458260536194,0.9305806159973145,0.3726107180118561
sigmoid,self,6-plants,3,A drawing of a garden filled with daisies,data/sigmoid/self/6-plants/3.png,0.37133389711380005,0.9273262619972229,0.38124480843544006
sigmoid,self,6-plants,4,A drawing of a garden filled with lavender,data/sigmoid/self/6-plants/4.png,0.2976929545402527,0.8579139113426208,0.5330779552459717
sigmoid,self,6-plants,5,A drawing of a garden filled with lotus,data/sigmoid/self/6-plants/5.png,0.3347197473049164,0.8714486360549927,0.5070530772209167
sigmoid,self,6-plants,6,A drawing of a garden filled with orchids,data/sigmoid/self/6-plants/6.png,0.3335135579109192,0.9106741547584534,0.42267197370529175
sigmoid,self,6-plants,7,A drawing of a garden filled with peonies,data/sigmoid/self/6-plants/7.png,0.34156179428100586,0.9331456422805786,0.3656623065471649
sigmoid,self,6-plants,8,A drawing of a garden filled with violets,data/sigmoid/self/6-plants/8.png,0.3242079019546509,0.9126890897750854,0.4178779125213623
sigmoid,self,6-plants,9,A drawing of a garden filled with carnations,data/sigmoid/self/6-plants/9.png,0.3203805983066559,0.9292063117027283,0.3762807548046112
sigmoid,self,6-plants,10,A drawing of a garden filled with hydrangeas,data/sigmoid/self/6-plants/10.png,0.3491734266281128,0.9189845323562622,0.40253087878227234
sigmoid,self,7-text,1,A magazine cover with the headline “FASHION”,data/sigmoid/self/7-text/1.png,0.25501519441604614,0.9733479022979736,0.23087702691555023
sigmoid,self,7-text,2,A magazine cover with the headline “DESIGN”,data/sigmoid/self/7-text/2.png,0.25661948323249817,0.9722239971160889,0.2356949746608734
sigmoid,self,7-text,3,A magazine cover with the headline “TRENDS”,data/sigmoid/self/7-text/3.png,0.22795769572257996,0.9903300404548645,0.13906744122505188
sigmoid,self,7-text,4,A magazine cover with the headline “BEAUTY”,data/sigmoid/self/7-text/4.png,0.2546879053115845,0.9446513652801514,0.3327121436595917
sigmoid,self,7-text,5,A magazine cover with the headline “LIFESTYLE”,data/sigmoid/self/7-text/5.png,0.21409879624843597,0.9893825054168701,0.14572258293628693
sigmoid,self,7-text,6,A magazine cover with the headline “MODERN”,data/sigmoid/self/7-text/6.png,0.24635496735572815,0.9827360510826111,0.18581683933734894
sigmoid,self,7-text,7,A magazine cover with the headline “ELEGANCE”,data/sigmoid/self/7-text/7.png,0.24401481449604034,0.9615277051925659,0.27738893032073975
sigmoid,self,7-text,8,A magazine cover with the headline “GLAMOUR”,data/sigmoid/self/7-text/8.png,0.21671202778816223,0.9494127035140991,0.3180796802043915
sigmoid,self,7-text,9,A magazine cover with the headline “FEATURES”,data/sigmoid/self/7-text/9.png,0.24746161699295044,0.9870162606239319,0.16114461421966553
sigmoid,self,7-text,10,A magazine cover with the headline “INSPIRE”,data/sigmoid/self/7-text/10.png,0.23495754599571228,0.984559178352356,0.17573204636573792
sigmoid,self,8-texture,1,A cup with a rough surface,data/sigmoid/self/8-texture/1.png,0.31476110219955444,0.9752501249313354,0.22248558700084686
sigmoid,self,8-texture,2,A cup with a shiny surface,data/sigmoid/self/8-texture/2.png,0.3176661729812622,0.9910848140716553,0.13352961838245392
sigmoid,self,8-texture,3,A cup with a matte surface,data/sigmoid/self/8-texture/3.png,0.3003683090209961,0.9496190547943115,0.3174304962158203
sigmoid,self,8-texture,4,A cup with a soft surface,data/sigmoid/self/8-texture/4.png,0.3247388005256653,0.9882928729057312,0.15301774442195892
sigmoid,self,8-texture,5,A cup with a hard surface,data/sigmoid/self/8-texture/5.png,0.31030499935150146,0.9756159782409668,0.22083507478237152
sigmoid,self,8-texture,6,A cup with a sticky surface,data/sigmoid/self/8-texture/6.png,0.3165571093559265,0.9587184190750122,0.2873382270336151
sigmoid,self,8-texture,7,A cup with a wet surface,data/sigmoid/self/8-texture/7.png,0.3211769461631775,0.9873801469802856,0.15886962413787842
sigmoid,self,8-texture,8,A cup with a dry surface,data/sigmoid/self/8-texture/8.png,0.31717097759246826,0.9913728833198547,0.13135527074337006
sigmoid,self,8-texture,9,A cup with a grainy surface,data/sigmoid/self/8-texture/9.png,0.3401753306388855,0.9604401588439941,0.28128233551979065
sigmoid,self,8-texture,10,A cup with a fuzzy surface,data/sigmoid/self/8-texture/10.png,0.32652151584625244,0.9876807928085327,0.15696591138839722
sigmoid,self,9-Transportation,1,A drawing of a boy driving a truck,data/sigmoid/self/9-Transportation/1.png,0.24322113394737244,0.9707327485084534,0.24193884432315826
sigmoid,self,9-Transportation,2,A drawing of a boy driving a motorcycle,data/sigmoid/self/9-Transportation/2.png,0.21937023103237152,0.9318884611129761,0.36908385157585144
sigmoid,self,9-Transportation,3,A drawing of a boy driving a bus,data/sigmoid/self/9-Transportation/3.png,0.2556532025337219,0.9460129737854004,0.32859355211257935
sigmoid,self,9-Transportation,4,A drawing of a boy driving a bicycle,data/sigmoid/self/9-Transportation/4.png,0.3128266930580139,0.8518691658973694,0.5442991852760315
sigmoid,self,9-Transportation,5,A drawing of a boy driving a scooter,data/sigmoid/self/9-Transportation/5.png,0.2202521413564682,0.9542518854141235,0.3024829924106598
sigmoid,self,9-Transportation,6,A drawing of a boy driving a train,data/sigmoid/self/9-Transportation/6.png,0.23865880072116852,0.9330716133117676,0.36586424708366394
sigmoid,self,9-Transportation,7,A drawing of a boy driving a submarine,data/sigmoid/self/9-Transportation/7.png,0.27384600043296814,0.9074462652206421,0.4302409887313843
sigmoid,self,9-Transportation,8,A drawing of a boy driving a helicopter,data/sigmoid/self/9-Transportation/8.png,0.24840189516544342,0.9641379117965698,0.26781317591667175
sigmoid,self,9-Transportation,9,A drawing of a boy driving a jet,data/sigmoid/self/9-Transportation/9.png,0.26378047466278076,0.9544788599014282,0.3017321527004242
sigmoid,self,9-Transportation,10,A drawing of a boy driving a spaceship,data/sigmoid/self/9-Transportation/10.png,0.23588962852954865,0.9576411247253418,0.2910628020763397
sigmoid,cross,0-animal,1,A photo of a cat riding a bicycle,data/sigmoid/cross/0-animal/1.png,0.372721403837204,0.8533142805099487,0.5416375994682312
sigmoid,cross,0-animal,2,A photo of a dog riding a bicycle,data/sigmoid/cross/0-animal/2.png,0.3788455128669739,0.8418180346488953,0.5624625086784363
sigmoid,cross,0-animal,3,A photo of a lion riding a bicycle,data/sigmoid/cross/0-animal/3.png,0.3753054440021515,0.8626056909561157,0.5242027044296265
sigmoid,cross,0-animal,4,A photo of a tiger riding a bicycle,data/sigmoid/cross/0-animal/4.png,0.42914605140686035,0.8147006034851074,0.6087682843208313
sigmoid,cross,0-animal,5,A photo of a rabbit riding a bicycle,data/sigmoid/cross/0-animal/5.png,0.4409596920013428,0.804036021232605,0.62604159116745
sigmoid,cross,0-animal,6,A photo of a panda riding a bicycle,data/sigmoid/cross/0-animal/6.png,0.43448126316070557,0.8667095899581909,0.516314685344696
sigmoid,cross,0-animal,7,A photo of a fox riding a bicycle,data/sigmoid/cross/0-animal/7.png,0.4193975627422333,0.8802065849304199,0.48947614431381226
sigmoid,cross,0-animal,8,A photo of a wolf riding a bicycle,data/sigmoid/cross/0-animal/8.png,0.3847152590751648,0.8970575332641602,0.45374539494514465
sigmoid,cross,0-animal,9,A photo of a monkey riding a bicycle,data/sigmoid/cross/0-animal/9.png,0.41276124119758606,0.8447189927101135,0.5572810769081116
sigmoid,cross,0-animal,10,A photo of an elephant riding a bicycle,data/sigmoid/cross/0-animal/10.png,0.41072243452072144,0.8516907691955566,0.5446268320083618
sigmoid,cross,1-clothes,1,A portrait of a woman wearing a jacket,data/sigmoid/cross/1-clothes/1.png,0.25708094239234924,0.7553788423538208,0.6994585394859314
sigmoid,cross,1-clothes,2,A portrait of a woman wearing a sweater,data/sigmoid/cross/1-clothes/2.png,0.29746919870376587,0.7847573757171631,0.6561136841773987
sigmoid,cross,1-clothes,3,A portrait of a woman wearing a skirt,data/sigmoid/cross/1-clothes/3.png,0.24609485268592834,0.831567108631134,0.5804012417793274
sigmoid,cross,1-clothes,4,A portrait of a woman wearing a coat,data/sigmoid/cross/1-clothes/4.png,0.2670530676841736,0.7521572113037109,0.7040493488311768
sigmoid,cross,1-clothes,5,A portrait of a woman wearing a shirt,data/sigmoid/cross/1-clothes/5.png,0.28897786140441895,0.7801095247268677,0.6631596684455872
sigmoid,cross,1-clothes,6,A portrait of a woman wearing a scarf,data/sigmoid/cross/1-clothes/6.png,0.3112682104110718,0.8825368881225586,0.4846917688846588
sigmoid,cross,1-clothes,7,A portrait of a woman wearing a hoodie,data/sigmoid/cross/1-clothes/7.png,0.2812463045120239,0.666155219078064,0.8171226382255554
sigmoid,cross,1-clothes,8,A portrait of a woman wearing a blouse,data/sigmoid/cross/1-clothes/8.png,0.2685721516609192,0.9363175630569458,0.3568820357322693
sigmoid,cross,1-clothes,9,A portrait of a woman wearing a suit,data/sigmoid/cross/1-clothes/9.png,0.28999388217926025,0.7238606214523315,0.7431547045707703
sigmoid,cross,1-clothes,10,A portrait of a woman wearing a vest,data/sigmoid/cross/1-clothes/10.png,0.2766824960708618,0.7854059338569641,0.6551245450973511
sigmoid,cross,2-color,1,A bear holding a red balloon.,data/sigmoid/cross/2-color/1.png,0.3515232801437378,0.9129242300987244,0.4173146188259125
sigmoid,cross,2-color,2,A bear holding a yellow balloon.,data/sigmoid/cross/2-color/2.png,0.33157116174697876,0.8929760456085205,0.46265318989753723
sigmoid,cross,2-color,3,A bear holding a black balloon.,data/sigmoid/cross/2-color/3.png,0.32784736156463623,0.9563766717910767,0.2953750789165497
sigmoid,cross,2-color,4,A bear holding a pink balloon.,data/sigmoid/cross/2-color/4.png,0.3707424998283386,0.932594895362854,0.36716485023498535
sigmoid,cross,2-color,5,A bear holding a white balloon.,data/sigmoid/cross/2-color/5.png,0.3575495481491089,0.9195058941841125,0.40123307704925537
sigmoid,cross,2-color,6,A bear holding a green balloon.,data/sigmoid/cross/2-color/6.png,0.35779452323913574,0.9593957662582397,0.2849710285663605
sigmoid,cross,2-color,7,A bear holding a purple balloon.,data/sigmoid/cross/2-color/7.png,0.3815911114215851,0.956080436706543,0.29637664556503296
sigmoid,cross,2-color,8,A bear holding a orange balloon.,data/sigmoid/cross/2-color/8.png,0.3788849711418152,0.9366745352745056,0.35588061809539795
sigmoid,cross,2-color,9,A bear holding a gray balloon.,data/sigmoid/cross/2-color/9.png,0.33731576800346375,0.9535937309265137,0.3046514689922333
sigmoid,cross,2-color,10,A bear holding a brown balloon.,data/sigmoid/cross/2-color/10.png,0.39303159713745117,0.7532621622085571,0.702478289604187
sigmoid,cross,3-decorates,1,A cake decorated with strawberries,data/sigmoid/cross/3-decorates/1.png,0.3260592818260193,0.7997239232063293,0.632891833782196
sigmoid,cross,3-decorates,2,A cake decorated with blueberries,data/sigmoid/cross/3-decorates/2.png,0.29959574341773987,0.7957853674888611,0.6390846371650696
sigmoid,cross,3-decorates,3,A cake decorated with cream,data/sigmoid/cross/3-decorates/3.png,0.2931880056858063,0.7726125717163086,0.6743698120117188
sigmoid,cross,3-decorates,4,A cake decorated with sprinkles,data/sigmoid/cross/3-decorates/4.png,0.3133929371833801,0.8493064641952515,0.5489872694015503
sigmoid,cross,3-decorates,5,A cake decorated with almonds,data/sigmoid/cross/3-decorates/5.png,0.31626397371292114,0.8528069257736206,0.5425736904144287
sigmoid,cross,3-decorates,6,A cake decorated with cherries,data/sigmoid/cross/3-decorates/6.png,0.3146318197250366,0.8413633704185486,0.5632699728012085
sigmoid,cross,3-decorates,7,A cake decorated with mints,data/sigmoid/cross/3-decorates/7.png,0.31653523445129395,0.7677206993103027,0.6815850734710693
sigmoid,cross,3-decorates,8,A cake decorated with macarons,data/sigmoid/cross/3-decorates/8.png,0.2742576599121094,0.9090369343757629,0.4265279769897461
sigmoid,cross,3-decorates,9,A cake decorated with caramel,data/sigmoid/cross/3-decorates/9.png,0.26568084955215454,0.9011943936347961,0.4445345997810364
sigmoid,cross,3-decorates,10,A cake decorated with raspberries,data/sigmoid/cross/3-decorates/10.png,0.33142441511154175,0.8393533229827881,0.5668273568153381
sigmoid,cross,4-food,1,A painting of a girl holding an apple,data/sigmoid/cross/4-food/1.png,0.39511406421661377,0.7386060953140259,0.7230405211448669
sigmoid,cross,4-food,2,A painting of a girl holding a grape,data/sigmoid/cross/4-food/2.png,0.40040332078933716,0.6874444484710693,0.7906397581100464
sigmoid,cross,4-food,3,A painting of a girl holding a pineapple,data/sigmoid/cross/4-food/3.png,0.38914933800697327,0.7567937970161438,0.697432816028595
sigmoid,cross,4-food,4,A painting of a girl holding a watermelon,data/sigmoid/cross/4-food/4.png,0.3915494680404663,0.8019454479217529,0.6293721199035645
sigmoid,cross,4-food,5,A painting of a girl holding a mango,data/sigmoid/cross/4-food/5.png,0.39010000228881836,0.7769938707351685,0.6678415536880493
sigmoid,cross,4-food,6,A painting of a girl holding a strawberry,data/sigmoid/cross/4-food/6.png,0.4051436185836792,0.7003354430198669,0.774163544178009
sigmoid,cross,4-food,7,A painting of a girl holding a peach,data/sigmoid/cross/4-food/7.png,0.3674808144569397,0.7621964812278748,0.6896427869796753
sigmoid,cross,4-food,8,A painting of a girl holding a papaya,data/sigmoid/cross/4-food/8.png,0.35381466150283813,0.7728190422058105,0.6740637421607971
sigmoid,cross,4-food,9,A painting of a girl holding a kiwi,data/sigmoid/cross/4-food/9.png,0.4072635769844055,0.7489227056503296,0.7086286544799805
sigmoid,cross,4-food,10,A painting of a girl holding an orange,data/sigmoid/cross/4-food/10.png,0.40747129917144775,0.7642867565155029,0.6866050958633423
sigmoid,cross,5-object,1,A photo of a book on the table,data/sigmoid/cross/5-object/1.png,0.32412752509117126,0.7015835046768188,0.7725496292114258
sigmoid,cross,5-object,2,A photo of a cup on the table,data/sigmoid/cross/5-object/2.png,0.3329237699508667,0.7552558183670044,0.6996342539787292
sigmoid,cross,5-object,3,A photo of a lamp on the table,data/sigmoid/cross/5-object/3.png,0.33024221658706665,0.6800479888916016,0.7999398708343506
sigmoid,cross,5-object,4,A photo of a phone on the table,data/sigmoid/cross/5-object/4.png,0.2877231240272522,0.6717234253883362,0.8102794885635376
sigmoid,cross,5-object,5,A photo of a chair on the table,data/sigmoid/cross/5-object/5.png,0.2924882173538208,0.6838181018829346,0.7952129244804382
sigmoid,cross,5-object,6,A photo of a table on the table,data/sigmoid/cross/5-object/6.png,0.2765825092792511,0.7478530406951904,0.7101362943649292
sigmoid,cross,5-object,7,A photo of a pen on the table,data/sigmoid/cross/5-object/7.png,0.31569820642471313,0.713265061378479,0.7572778463363647
sigmoid,cross,5-object,8,A photo of a key on the table,data/sigmoid/cross/5-object/8.png,0.2177615463733673,0.6191751956939697,0.8727253079414368
sigmoid,cross,5-object,9,A photo of a bag on the table,data/sigmoid/cross/5-object/9.png,0.33607059717178345,0.7403218746185303,0.7206637859344482
sigmoid,cross,5-object,10,A photo of a clock on the table,data/sigmoid/cross/5-object/10.png,0.35175007581710815,0.6687589883804321,0.8139298558235168
sigmoid,cross,6-plants,1,A drawing of a garden filled with roses,data/sigmoid/cross/6-plants/1.png,0.3883269429206848,0.8913193345069885,0.46622034907341003
sigmoid,cross,6-plants,2,A drawing of a garden filled with tulips,data/sigmoid/cross/6-plants/2.png,0.2942819595336914,0.8503363132476807,0.5471082925796509
sigmoid,cross,6-plants,3,A drawing of a garden filled with daisies,data/sigmoid/cross/6-plants/3.png,0.36581742763519287,0.9246769547462463,0.38813185691833496
sigmoid,cross,6-plants,4,A drawing of a garden filled with lavender,data/sigmoid/cross/6-plants/4.png,0.37067171931266785,0.6763851642608643,0.8045059442520142
sigmoid,cross,6-plants,5,A drawing of a garden filled with lotus,data/sigmoid/cross/6-plants/5.png,0.38704562187194824,0.8167100548744202,0.6054583191871643
sigmoid,cross,6-plants,6,A drawing of a garden filled with orchids,data/sigmoid/cross/6-plants/6.png,0.33716851472854614,0.8722347021102905,0.5055006146430969
sigmoid,cross,6-plants,7,A drawing of a garden filled with peonies,data/sigmoid/cross/6-plants/7.png,0.3416403532028198,0.8384397029876709,0.5684369802474976
sigmoid,cross,6-plants,8,A drawing of a garden filled with violets,data/sigmoid/cross/6-plants/8.png,0.30862176418304443,0.8815668225288391,0.4866892695426941
sigmoid,cross,6-plants,9,A drawing of a garden filled with carnations,data/sigmoid/cross/6-plants/9.png,0.3138335645198822,0.9125180244445801,0.41828668117523193
sigmoid,cross,6-plants,10,A drawing of a garden filled with hydrangeas,data/sigmoid/cross/6-plants/10.png,0.36991381645202637,0.8799371719360352,0.49002617597579956
sigmoid,cross,7-text,1,A magazine cover with the headline “FASHION”,data/sigmoid/cross/7-text/1.png,0.24495898187160492,0.8545531034469604,0.5393457412719727
sigmoid,cross,7-text,2,A magazine cover with the headline “DESIGN”,data/sigmoid/cross/7-text/2.png,0.23656420409679413,0.7914509177207947,0.6458313465118408
sigmoid,cross,7-text,3,A magazine cover with the headline “TRENDS”,data/sigmoid/cross/7-text/3.png,0.2088773101568222,0.829490065574646,0.5839691162109375
sigmoid,cross,7-text,4,A magazine cover with the headline “BEAUTY”,data/sigmoid/cross/7-text/4.png,0.26677295565605164,0.7419419884681702,0.7184121608734131
sigmoid,cross,7-text,5,A magazine cover with the headline “LIFESTYLE”,data/sigmoid/cross/7-text/5.png,0.20948255062103271,0.9674850702285767,0.2550095319747925
sigmoid,cross,7-text,6,A magazine cover with the headline “MODERN”,data/sigmoid/cross/7-text/6.png,0.23171335458755493,0.8334119915962219,0.5772140026092529
sigmoid,cross,7-text,7,A magazine cover with the headline “ELEGANCE”,data/sigmoid/cross/7-text/7.png,0.22815212607383728,0.7448371648788452,0.7143709659576416
sigmoid,cross,7-text,8,A magazine cover with the headline “GLAMOUR”,data/sigmoid/cross/7-text/8.png,0.20870515704154968,0.7400975227355957,0.7209749817848206
sigmoid,cross,7-text,9,A magazine cover with the headline “FEATURES”,data/sigmoid/cross/7-text/9.png,0.23910924792289734,0.9461690187454224,0.3281188905239105
sigmoid,cross,7-text,10,A magazine cover with the headline “INSPIRE”,data/sigmoid/cross/7-text/10.png,0.20743536949157715,0.8005452156066895,0.6315928101539612
sigmoid,cross,8-texture,1,A cup with a rough surface,data/sigmoid/cross/8-texture/1.png,0.3192838132381439,0.9510126113891602,0.31300944089889526
sigmoid,cross,8-texture,2,A cup with a shiny surface,data/sigmoid/cross/8-texture/2.png,0.3150780200958252,0.9796382784843445,0.20180043578147888
sigmoid,cross,8-texture,3,A cup with a matte surface,data/sigmoid/cross/8-texture/3.png,0.3069896697998047,0.9243987798690796,0.3888475298881531
sigmoid,cross,8-texture,4,A cup with a soft surface,data/sigmoid/cross/8-texture/4.png,0.32746219635009766,0.9712362289428711,0.23984873294830322
sigmoid,cross,8-texture,5,A cup with a hard surface,data/sigmoid/cross/8-texture/5.png,0.3035309314727783,0.9603626728057861,0.28155747056007385
sigmoid,cross,8-texture,6,A cup with a sticky surface,data/sigmoid/cross/8-texture/6.png,0.31652748584747314,0.9369407892227173,0.35513147711753845
sigmoid,cross,8-texture,7,A cup with a wet surface,data/sigmoid/cross/8-texture/7.png,0.33674657344818115,0.8495602607727051,0.5485248565673828
sigmoid,cross,8-texture,8,A cup with a dry surface,data/sigmoid/cross/8-texture/8.png,0.32209789752960205,0.902799129486084,0.4409102201461792
