method,attention,type,prompt_index,prompt_text,image_path,clip_new_prompt_sim,clip_old_image_sim,dino_struct_dist
linear,cross,9-Transportation,4,A drawing of a boy driving a bicycle,data_new/linear/cross/9-Transportation/4.png,0.3233226537704468,0.7811790108680725,0.05843662470579147
linear,cross,9-Transportation,5,A drawing of a boy driving a scooter,data_new/linear/cross/9-Transportation/5.png,0.291995108127594,0.9205335378646851,0.01748170517385006
linear,cross,9-Transportation,6,A drawing of a boy driving a train,data_new/linear/cross/9-Transportation/6.png,0.32517269253730774,0.8127282857894897,0.02207075245678425
linear,cross,9-Transportation,7,A drawing of a boy driving a submarine,data_new/linear/cross/9-Transportation/7.png,0.3237679898738861,0.8930017948150635,0.022857997566461563
linear,cross,9-Transportation,8,A drawing of a boy driving a helicopter,data_new/linear/cross/9-Transportation/8.png,0.2778737545013428,0.9164725542068481,0.024297386407852173
linear,cross,9-Transportation,9,A drawing of a boy driving a jet,data_new/linear/cross/9-Transportation/9.png,0.27510905265808105,0.9563986659049988,0.019000055268406868
linear,cross,9-Transportation,10,A drawing of a boy driving a spaceship,data_new/linear/cross/9-Transportation/10.png,0.27290692925453186,0.9728032350540161,0.017726555466651917
sigmoid,self,0-animal,1,A photo of a cat riding a bicycle,data_new/sigmoid/self/0-animal/1.png,0.3416621685028076,0.9102789759635925,0.03096930868923664
sigmoid,self,0-animal,2,A photo of a dog riding a bicycle,data_new/sigmoid/self/0-animal/2.png,0.3454934358596802,0.9169154167175293,0.017240922898054123
sigmoid,self,0-animal,3,A photo of a lion riding a bicycle,data_new/sigmoid/self/0-animal/3.png,0.35911262035369873,0.8937035799026489,0.01612444408237934
sigmoid,self,0-animal,4,A photo of a tiger riding a bicycle,data_new/sigmoid/self/0-animal/4.png,0.3694643974304199,0.8931399583816528,0.015121659263968468
sigmoid,self,0-animal,5,A photo of a rabbit riding a bicycle,data_new/sigmoid/self/0-animal/5.png,0.36285269260406494,0.8845010995864868,0.030198965221643448
sigmoid,self,0-animal,6,A photo of a panda riding a bicycle,data_new/sigmoid/self/0-animal/6.png,0.39833253622055054,0.9241764545440674,0.01067355740815401
sigmoid,self,0-animal,7,A photo of a fox riding a bicycle,data_new/sigmoid/self/0-animal/7.png,0.3956962525844574,0.8995044827461243,0.02526913210749626
sigmoid,self,0-animal,8,A photo of a wolf riding a bicycle,data_new/sigmoid/self/0-animal/8.png,0.297990083694458,0.8570971488952637,0.019274799153208733
sigmoid,self,0-animal,9,A photo of a monkey riding a bicycle,data_new/sigmoid/self/0-animal/9.png,0.35172605514526367,0.8998894691467285,0.01040080189704895
sigmoid,self,0-animal,10,A photo of an elephant riding a bicycle,data_new/sigmoid/self/0-animal/10.png,0.3320322334766388,0.8601479530334473,0.014698045328259468
sigmoid,self,1-clothes,1,A portrait of a woman wearing a jacket,data_new/sigmoid/self/1-clothes/1.png,0.29680126905441284,0.9598583579063416,0.008930127136409283
sigmoid,self,1-clothes,2,A portrait of a woman wearing a sweater,data_new/sigmoid/self/1-clothes/2.png,0.2845763862133026,0.9033946394920349,0.016010049730539322
sigmoid,self,1-clothes,3,A portrait of a woman wearing a skirt,data_new/sigmoid/self/1-clothes/3.png,0.2825188636779785,0.9763659238815308,0.003501604311168194
sigmoid,self,1-clothes,4,A portrait of a woman wearing a coat,data_new/sigmoid/self/1-clothes/4.png,0.30938002467155457,0.9505154490470886,0.011616182513535023
sigmoid,self,1-clothes,5,A portrait of a woman wearing a shirt,data_new/sigmoid/self/1-clothes/5.png,0.2615256905555725,0.940312922000885,0.011210945434868336
sigmoid,self,1-clothes,6,A portrait of a woman wearing a scarf,data_new/sigmoid/self/1-clothes/6.png,0.3329278230667114,0.9414049983024597,0.01880708523094654
sigmoid,self,1-clothes,7,A portrait of a woman wearing a hoodie,data_new/sigmoid/self/1-clothes/7.png,0.28061625361442566,0.9279136657714844,0.014548143371939659
sigmoid,self,1-clothes,8,A portrait of a woman wearing a blouse,data_new/sigmoid/self/1-clothes/8.png,0.29871150851249695,0.987232506275177,0.004336900543421507
sigmoid,self,1-clothes,9,A portrait of a woman wearing a suit,data_new/sigmoid/self/1-clothes/9.png,0.275492787361145,0.9465560913085938,0.011145939119160175
sigmoid,self,1-clothes,10,A portrait of a woman wearing a vest,data_new/sigmoid/self/1-clothes/10.png,0.3267628848552704,0.9640390276908875,0.00843106210231781
sigmoid,self,2-color,1,A bear holding a red balloon.,data_new/sigmoid/self/2-color/1.png,0.3306986093521118,0.9424856305122375,0.011043457314372063
sigmoid,self,2-color,2,A bear holding a yellow balloon.,data_new/sigmoid/self/2-color/2.png,0.3251456022262573,0.9526914358139038,0.010400094091892242
sigmoid,self,2-color,3,A bear holding a black balloon.,data_new/sigmoid/self/2-color/3.png,0.32122936844825745,0.9898126721382141,0.0018969736993312836
sigmoid,self,2-color,4,A bear holding a pink balloon.,data_new/sigmoid/self/2-color/4.png,0.35243600606918335,0.9393170475959778,0.01148157473653555
sigmoid,self,2-color,5,A bear holding a white balloon.,data_new/sigmoid/self/2-color/5.png,0.33118584752082825,0.9655327200889587,0.004480890929698944
sigmoid,self,2-color,6,A bear holding a green balloon.,data_new/sigmoid/self/2-color/6.png,0.31968724727630615,0.9627265334129333,0.005142304114997387
sigmoid,self,2-color,7,A bear holding a purple balloon.,data_new/sigmoid/self/2-color/7.png,0.3602716028690338,0.9722564816474915,0.007493817713111639
sigmoid,self,2-color,8,A bear holding a orange balloon.,data_new/sigmoid/self/2-color/8.png,0.3462862968444824,0.9618706703186035,0.005803599022328854
sigmoid,self,2-color,9,A bear holding a gray balloon.,data_new/sigmoid/self/2-color/9.png,0.3284822702407837,0.9880105257034302,0.002486375393345952
sigmoid,self,2-color,10,A bear holding a brown balloon.,data_new/sigmoid/self/2-color/10.png,0.31927749514579773,0.9438762068748474,0.013761772774159908
sigmoid,self,3-decorates,1,A cake decorated with strawberries,data_new/sigmoid/self/3-decorates/1.png,0.3110564649105072,0.889940083026886,0.015938974916934967
sigmoid,self,3-decorates,2,A cake decorated with blueberries,data_new/sigmoid/self/3-decorates/2.png,0.3075721561908722,0.9238072633743286,0.014084147289395332
sigmoid,self,3-decorates,3,A cake decorated with cream,data_new/sigmoid/self/3-decorates/3.png,0.2912607789039612,0.9430684447288513,0.01579170860350132
sigmoid,self,3-decorates,4,A cake decorated with sprinkles,data_new/sigmoid/self/3-decorates/4.png,0.31423163414001465,0.9402525424957275,0.010549912229180336
sigmoid,self,3-decorates,5,A cake decorated with almonds,data_new/sigmoid/self/3-decorates/5.png,0.2990776300430298,0.957229495048523,0.010348699986934662
sigmoid,self,3-decorates,6,A cake decorated with cherries,data_new/sigmoid/self/3-decorates/6.png,0.30666792392730713,0.9057393670082092,0.011780226603150368
sigmoid,self,3-decorates,7,A cake decorated with mints,data_new/sigmoid/self/3-decorates/7.png,0.2961406707763672,0.9578314423561096,0.01349912490695715
sigmoid,self,3-decorates,8,A cake decorated with macarons,data_new/sigmoid/self/3-decorates/8.png,0.2987196445465088,0.9521844983100891,0.012706554494798183
sigmoid,self,3-decorates,9,A cake decorated with caramel,data_new/sigmoid/self/3-decorates/9.png,0.2896430492401123,0.966063916683197,0.007313952781260014
sigmoid,self,3-decorates,10,A cake decorated with raspberries,data_new/sigmoid/self/3-decorates/10.png,0.3130762577056885,0.921277642250061,0.012871243059635162
sigmoid,self,4-food,1,A painting of a girl holding an apple,data_new/sigmoid/self/4-food/1.png,0.3772932291030884,0.8468307256698608,0.02089436538517475
sigmoid,self,4-food,2,A painting of a girl holding a grape,data_new/sigmoid/self/4-food/2.png,0.3440723419189453,0.8121652603149414,0.021601064130663872
sigmoid,self,4-food,3,A painting of a girl holding a pineapple,data_new/sigmoid/self/4-food/3.png,0.3921636939048767,0.8395282030105591,0.01951158232986927
sigmoid,self,4-food,4,A painting of a girl holding a watermelon,data_new/sigmoid/self/4-food/4.png,0.36141467094421387,0.8964822888374329,0.01534403208643198
sigmoid,self,4-food,5,A painting of a girl holding a mango,data_new/sigmoid/self/4-food/5.png,0.3479595482349396,0.8296108245849609,0.01284907665103674
sigmoid,self,4-food,6,A painting of a girl holding a strawberry,data_new/sigmoid/self/4-food/6.png,0.38128596544265747,0.8328306674957275,0.018718330189585686
sigmoid,self,4-food,7,A painting of a girl holding a peach,data_new/sigmoid/self/4-food/7.png,0.3747689723968506,0.8331574201583862,0.019902361556887627
sigmoid,self,4-food,8,A painting of a girl holding a papaya,data_new/sigmoid/self/4-food/8.png,0.33333930373191833,0.8439183235168457,0.010098838247358799
sigmoid,self,4-food,9,A painting of a girl holding a kiwi,data_new/sigmoid/self/4-food/9.png,0.3235897421836853,0.8433977365493774,0.010322336107492447
sigmoid,self,4-food,10,A painting of a girl holding an orange,data_new/sigmoid/self/4-food/10.png,0.3457741141319275,0.8543605804443359,0.013449552468955517
sigmoid,self,5-object,1,A photo of a book on the table,data_new/sigmoid/self/5-object/1.png,0.2535279393196106,0.89131098985672,0.03705797716975212
sigmoid,self,5-object,2,A photo of a cup on the table,data_new/sigmoid/self/5-object/2.png,0.2694219946861267,0.931080162525177,0.017410986125469208
sigmoid,self,5-object,3,A photo of a lamp on the table,data_new/sigmoid/self/5-object/3.png,0.28908348083496094,0.9144884347915649,0.008453629910945892
sigmoid,self,5-object,4,A photo of a phone on the table,data_new/sigmoid/self/5-object/4.png,0.267581582069397,0.8455064296722412,0.027120281010866165
sigmoid,self,5-object,5,A photo of a chair on the table,data_new/sigmoid/self/5-object/5.png,0.284557968378067,0.8875638842582703,0.028731221333146095
sigmoid,self,5-object,6,A photo of a table on the table,data_new/sigmoid/self/5-object/6.png,0.2539435625076294,0.963654637336731,0.010187076404690742
sigmoid,self,5-object,7,A photo of a pen on the table,data_new/sigmoid/self/5-object/7.png,0.2752704322338104,0.953193187713623,0.01565590687096119
sigmoid,self,5-object,8,A photo of a key on the table,data_new/sigmoid/self/5-object/8.png,0.26647305488586426,0.8630602359771729,0.02647203579545021
sigmoid,self,5-object,9,A photo of a bag on the table,data_new/sigmoid/self/5-object/9.png,0.2888979911804199,0.8599407076835632,0.028552185744047165
sigmoid,self,5-object,10,A photo of a clock on the table,data_new/sigmoid/self/5-object/10.png,0.26830872893333435,0.9017923474311829,0.018285855650901794
sigmoid,self,6-plants,1,A drawing of a garden filled with roses,data_new/sigmoid/self/6-plants/1.png,0.31237486004829407,0.9370406866073608,0.021529968827962875
sigmoid,self,6-plants,2,A drawing of a garden filled with tulips,data_new/sigmoid/self/6-plants/2.png,0.3085184693336487,0.9091522693634033,0.02189800888299942
sigmoid,self,6-plants,3,A drawing of a garden filled with daisies,data_new/sigmoid/self/6-plants/3.png,0.31160321831703186,0.9612525105476379,0.017080914229154587
sigmoid,self,6-plants,4,A drawing of a garden filled with lavender,data_new/sigmoid/self/6-plants/4.png,0.32786935567855835,0.8113371133804321,0.05761677771806717
sigmoid,self,6-plants,5,A drawing of a garden filled with lotus,data_new/sigmoid/self/6-plants/5.png,0.3193027377128601,0.887096643447876,0.033948905766010284
sigmoid,self,6-plants,6,A drawing of a garden filled with orchids,data_new/sigmoid/self/6-plants/6.png,0.31383466720581055,0.9444683194160461,0.02502818964421749
sigmoid,self,6-plants,7,A drawing of a garden filled with peonies,data_new/sigmoid/self/6-plants/7.png,0.34145253896713257,0.947837233543396,0.02497507445514202
sigmoid,self,6-plants,8,A drawing of a garden filled with violets,data_new/sigmoid/self/6-plants/8.png,0.3130415081977844,0.9288275241851807,0.024008294567465782
sigmoid,self,6-plants,9,A drawing of a garden filled with carnations,data_new/sigmoid/self/6-plants/9.png,0.30967938899993896,0.9557658433914185,0.015782073140144348
sigmoid,self,6-plants,10,A drawing of a garden filled with hydrangeas,data_new/sigmoid/self/6-plants/10.png,0.35170692205429077,0.9325395822525024,0.02739236131310463
sigmoid,self,7-text,1,A magazine cover with the headline “FASHION”,data_new/sigmoid/self/7-text/1.png,0.2549241781234741,0.9472370743751526,0.001530977780930698
sigmoid,self,7-text,2,A magazine cover with the headline “DESIGN”,data_new/sigmoid/self/7-text/2.png,0.24632316827774048,0.9200865030288696,0.013033748604357243
sigmoid,self,7-text,3,A magazine cover with the headline “TRENDS”,data_new/sigmoid/self/7-text/3.png,0.2497355341911316,0.9824047684669495,0.0018354826606810093
sigmoid,self,7-text,4,A magazine cover with the headline “BEAUTY”,data_new/sigmoid/self/7-text/4.png,0.27261272072792053,0.8436715602874756,0.013226764276623726
sigmoid,self,7-text,5,A magazine cover with the headline “LIFESTYLE”,data_new/sigmoid/self/7-text/5.png,0.2398340255022049,0.9854469895362854,0.001407584990374744
sigmoid,self,7-text,6,A magazine cover with the headline “MODERN”,data_new/sigmoid/self/7-text/6.png,0.24949514865875244,0.9700067043304443,0.0023163880687206984
sigmoid,self,7-text,7,A magazine cover with the headline “ELEGANCE”,data_new/sigmoid/self/7-text/7.png,0.2660824656486511,0.9069919586181641,0.00489031570032239
sigmoid,self,7-text,8,A magazine cover with the headline “GLAMOUR”,data_new/sigmoid/self/7-text/8.png,0.25516146421432495,0.8697059154510498,0.00780390202999115
sigmoid,self,7-text,9,A magazine cover with the headline “FEATURES”,data_new/sigmoid/self/7-text/9.png,0.23810803890228271,0.9536515474319458,0.001774958916939795
sigmoid,self,7-text,10,A magazine cover with the headline “INSPIRE”,data_new/sigmoid/self/7-text/10.png,0.23102140426635742,0.9695649743080139,0.0017529635224491358
sigmoid,self,8-texture,1,A cup with a rough surface,data_new/sigmoid/self/8-texture/1.png,0.30389973521232605,0.9856812953948975,0.005344153847545385
sigmoid,self,8-texture,2,A cup with a shiny surface,data_new/sigmoid/self/8-texture/2.png,0.303589403629303,0.9942855834960938,0.0037024447228759527
sigmoid,self,8-texture,3,A cup with a matte surface,data_new/sigmoid/self/8-texture/3.png,0.29828163981437683,0.9828625321388245,0.008039134554564953
sigmoid,self,8-texture,4,A cup with a soft surface,data_new/sigmoid/self/8-texture/4.png,0.3050001263618469,0.9929808974266052,0.0032256871927529573
sigmoid,self,8-texture,5,A cup with a hard surface,data_new/sigmoid/self/8-texture/5.png,0.29356300830841064,0.9886245131492615,0.0032104630954563618
sigmoid,self,8-texture,6,A cup with a sticky surface,data_new/sigmoid/self/8-texture/6.png,0.29280373454093933,0.9803550243377686,0.006052650976926088
sigmoid,self,8-texture,7,A cup with a wet surface,data_new/sigmoid/self/8-texture/7.png,0.2899276614189148,0.9884542226791382,0.0017855489859357476
sigmoid,self,8-texture,8,A cup with a dry surface,data_new/sigmoid/self/8-texture/8.png,0.28518086671829224,0.9832065105438232,0.0019848812371492386
sigmoid,self,8-texture,9,A cup with a grainy surface,data_new/sigmoid/self/8-texture/9.png,0.29450228810310364,0.983428418636322,0.006163538433611393
sigmoid,self,8-texture,10,A cup with a fuzzy surface,data_new/sigmoid/self/8-texture/10.png,0.29556742310523987,0.9927883148193359,0.003955913241952658
sigmoid,self,9-Transportation,1,A drawing of a boy driving a truck,data_new/sigmoid/self/9-Transportation/1.png,0.2611101269721985,0.9358879327774048,0.007342339493334293
sigmoid,self,9-Transportation,2,A drawing of a boy driving a motorcycle,data_new/sigmoid/self/9-Transportation/2.png,0.3013898432254791,0.7936898469924927,0.020261593163013458
sigmoid,self,9-Transportation,3,A drawing of a boy driving a bus,data_new/sigmoid/self/9-Transportation/3.png,0.28816020488739014,0.9115465879440308,0.014590808190405369
sigmoid,self,9-Transportation,4,A drawing of a boy driving a bicycle,data_new/sigmoid/self/9-Transportation/4.png,0.33714011311531067,0.7810730934143066,0.03175961598753929
sigmoid,self,9-Transportation,5,A drawing of a boy driving a scooter,data_new/sigmoid/self/9-Transportation/5.png,0.297452449798584,0.9154873490333557,0.017588919028639793
sigmoid,self,9-Transportation,6,A drawing of a boy driving a train,data_new/sigmoid/self/9-Transportation/6.png,0.30222633481025696,0.881077229976654,0.019335545599460602
sigmoid,self,9-Transportation,7,A drawing of a boy driving a submarine,data_new/sigmoid/self/9-Transportation/7.png,0.3356937766075134,0.8557277321815491,0.01864972524344921
sigmoid,self,9-Transportation,8,A drawing of a boy driving a helicopter,data_new/sigmoid/self/9-Transportation/8.png,0.3254129886627197,0.9157657623291016,0.021812569350004196
sigmoid,self,9-Transportation,9,A drawing of a boy driving a jet,data_new/sigmoid/self/9-Transportation/9.png,0.27950790524482727,0.9369226694107056,0.019422415643930435
sigmoid,self,9-Transportation,10,A drawing of a boy driving a spaceship,data_new/sigmoid/self/9-Transportation/10.png,0.2691660523414612,0.9647517204284668,0.013873971998691559
sigmoid,cross,0-animal,1,A photo of a cat riding a bicycle,data_new/sigmoid/cross/0-animal/1.png,0.30527740716934204,0.8824998736381531,0.027941789478063583
sigmoid,cross,0-animal,2,A photo of a dog riding a bicycle,data_new/sigmoid/cross/0-animal/2.png,0.33960914611816406,0.9197276830673218,0.018283454701304436
sigmoid,cross,0-animal,3,A photo of a lion riding a bicycle,data_new/sigmoid/cross/0-animal/3.png,0.33399659395217896,0.9081548452377319,0.020423801615834236
sigmoid,cross,0-animal,4,A photo of a tiger riding a bicycle,data_new/sigmoid/cross/0-animal/4.png,0.3679559826850891,0.8824002742767334,0.019924242049455643
sigmoid,cross,0-animal,5,A photo of a rabbit riding a bicycle,data_new/sigmoid/cross/0-animal/5.png,0.3772014379501343,0.8761523365974426,0.03594069555401802
sigmoid,cross,0-animal,6,A photo of a panda riding a bicycle,data_new/sigmoid/cross/0-animal/6.png,0.3755888342857361,0.9250433444976807,0.009333881549537182
sigmoid,cross,0-animal,7,A photo of a fox riding a bicycle,data_new/sigmoid/cross/0-animal/7.png,0.3951861560344696,0.8925254344940186,0.025717228651046753
sigmoid,cross,0-animal,8,A photo of a wolf riding a bicycle,data_new/sigmoid/cross/0-animal/8.png,0.287723183631897,0.8388704061508179,0.020350569859147072
sigmoid,cross,0-animal,9,A photo of a monkey riding a bicycle,data_new/sigmoid/cross/0-animal/9.png,0.33145350217819214,0.8934794664382935,0.01060572825372219
sigmoid,cross,0-animal,10,A photo of an elephant riding a bicycle,data_new/sigmoid/cross/0-animal/10.png,0.3597366511821747,0.8780978918075562,0.01592198573052883
sigmoid,cross,1-clothes,1,A portrait of a woman wearing a jacket,data_new/sigmoid/cross/1-clothes/1.png,0.2968178987503052,0.9574868679046631,0.01036034245043993
sigmoid,cross,1-clothes,2,A portrait of a woman wearing a sweater,data_new/sigmoid/cross/1-clothes/2.png,0.28387585282325745,0.9037023782730103,0.016327351331710815
sigmoid,cross,1-clothes,3,A portrait of a woman wearing a skirt,data_new/sigmoid/cross/1-clothes/3.png,0.27815645933151245,0.9844221472740173,0.0038422432262450457
sigmoid,cross,1-clothes,4,A portrait of a woman wearing a coat,data_new/sigmoid/cross/1-clothes/4.png,0.30703240633010864,0.9480955600738525,0.012181185185909271
sigmoid,cross,1-clothes,5,A portrait of a woman wearing a shirt,data_new/sigmoid/cross/1-clothes/5.png,0.2552201747894287,0.9377712607383728,0.012009398080408573
sigmoid,cross,1-clothes,6,A portrait of a woman wearing a scarf,data_new/sigmoid/cross/1-clothes/6.png,0.3286401927471161,0.9448034763336182,0.020389961078763008
sigmoid,cross,1-clothes,7,A portrait of a woman wearing a hoodie,data_new/sigmoid/cross/1-clothes/7.png,0.2809431850910187,0.8973251581192017,0.01623007096350193
sigmoid,cross,1-clothes,8,A portrait of a woman wearing a blouse,data_new/sigmoid/cross/1-clothes/8.png,0.2909363806247711,0.983102560043335,0.006673659197986126
sigmoid,cross,1-clothes,9,A portrait of a woman wearing a suit,data_new/sigmoid/cross/1-clothes/9.png,0.2707337439060211,0.9437168836593628,0.011897307820618153
sigmoid,cross,1-clothes,10,A portrait of a woman wearing a vest,data_new/sigmoid/cross/1-clothes/10.png,0.32731908559799194,0.9640178084373474,0.009838263504207134
sigmoid,cross,2-color,1,A bear holding a red balloon.,data_new/sigmoid/cross/2-color/1.png,0.3323613703250885,0.9437348246574402,0.011396709829568863
sigmoid,cross,2-color,2,A bear holding a yellow balloon.,data_new/sigmoid/cross/2-color/2.png,0.3301542401313782,0.9528123736381531,0.009253760799765587
sigmoid,cross,2-color,3,A bear holding a black balloon.,data_new/sigmoid/cross/2-color/3.png,0.32066136598587036,0.9890261888504028,0.0021025226451456547
sigmoid,cross,2-color,4,A bear holding a pink balloon.,data_new/sigmoid/cross/2-color/4.png,0.353385329246521,0.9412075281143188,0.012053870595991611
sigmoid,cross,2-color,5,A bear holding a white balloon.,data_new/sigmoid/cross/2-color/5.png,0.33037710189819336,0.963494062423706,0.00571026187390089
sigmoid,cross,2-color,6,A bear holding a green balloon.,data_new/sigmoid/cross/2-color/6.png,0.3179120421409607,0.9598508477210999,0.005103886127471924
sigmoid,cross,2-color,7,A bear holding a purple balloon.,data_new/sigmoid/cross/2-color/7.png,0.36199408769607544,0.9712057113647461,0.006732933688908815
sigmoid,cross,2-color,8,A bear holding a orange balloon.,data_new/sigmoid/cross/2-color/8.png,0.3434825539588928,0.9642833471298218,0.006580652669072151
sigmoid,cross,2-color,9,A bear holding a gray balloon.,data_new/sigmoid/cross/2-color/9.png,0.32744577527046204,0.9821320176124573,0.003767887130379677
sigmoid,cross,2-color,10,A bear holding a brown balloon.,data_new/sigmoid/cross/2-color/10.png,0.3171399235725403,0.9511301517486572,0.011743058450520039
sigmoid,cross,3-decorates,1,A cake decorated with strawberries,data_new/sigmoid/cross/3-decorates/1.png,0.31077075004577637,0.8890992403030396,0.01764133758842945
sigmoid,cross,3-decorates,2,A cake decorated with blueberries,data_new/sigmoid/cross/3-decorates/2.png,0.30882561206817627,0.9105289578437805,0.017687607556581497
sigmoid,cross,3-decorates,3,A cake decorated with cream,data_new/sigmoid/cross/3-decorates/3.png,0.2915935516357422,0.9414718151092529,0.018283478915691376
sigmoid,cross,3-decorates,4,A cake decorated with sprinkles,data_new/sigmoid/cross/3-decorates/4.png,0.3161696791648865,0.9322178959846497,0.01344290841370821
sigmoid,cross,3-decorates,5,A cake decorated with almonds,data_new/sigmoid/cross/3-decorates/5.png,0.29997122287750244,0.9444377422332764,0.012945445254445076
sigmoid,cross,3-decorates,6,A cake decorated with cherries,data_new/sigmoid/cross/3-decorates/6.png,0.3131003677845001,0.9099771976470947,0.013909961096942425
sigmoid,cross,3-decorates,7,A cake decorated with mints,data_new/sigmoid/cross/3-decorates/7.png,0.29200848937034607,0.962844967842102,0.01756308600306511
sigmoid,cross,3-decorates,8,A cake decorated with macarons,data_new/sigmoid/cross/3-decorates/8.png,0.29022255539894104,0.9313924908638,0.015343050472438335
sigmoid,cross,3-decorates,9,A cake decorated with caramel,data_new/sigmoid/cross/3-decorates/9.png,0.2927713990211487,0.9530029296875,0.010042425245046616
sigmoid,cross,3-decorates,10,A cake decorated with raspberries,data_new/sigmoid/cross/3-decorates/10.png,0.32235145568847656,0.9052197933197021,0.01876133680343628
sigmoid,cross,4-food,1,A painting of a girl holding an apple,data_new/sigmoid/cross/4-food/1.png,0.37536826729774475,0.8409836292266846,0.024311693385243416
sigmoid,cross,4-food,2,A painting of a girl holding a grape,data_new/sigmoid/cross/4-food/2.png,0.3215785026550293,0.8248777389526367,0.022668257355690002
sigmoid,cross,4-food,3,A painting of a girl holding a pineapple,data_new/sigmoid/cross/4-food/3.png,0.38749417662620544,0.8294707536697388,0.019183306023478508
sigmoid,cross,4-food,4,A painting of a girl holding a watermelon,data_new/sigmoid/cross/4-food/4.png,0.35810524225234985,0.9049134254455566,0.019567113369703293
sigmoid,cross,4-food,5,A painting of a girl holding a mango,data_new/sigmoid/cross/4-food/5.png,0.34164315462112427,0.8656072616577148,0.014799898490309715
sigmoid,cross,4-food,6,A painting of a girl holding a strawberry,data_new/sigmoid/cross/4-food/6.png,0.3636761009693146,0.8398398756980896,0.020914128050208092
sigmoid,cross,4-food,7,A painting of a girl holding a peach,data_new/sigmoid/cross/4-food/7.png,0.3686651885509491,0.8490015268325806,0.020795831456780434
sigmoid,cross,4-food,8,A painting of a girl holding a papaya,data_new/sigmoid/cross/4-food/8.png,0.3287123441696167,0.8595141172409058,0.015682686120271683
sigmoid,cross,4-food,9,A painting of a girl holding a kiwi,data_new/sigmoid/cross/4-food/9.png,0.3121908903121948,0.851382315158844,0.018237538635730743
sigmoid,cross,4-food,10,A painting of a girl holding an orange,data_new/sigmoid/cross/4-food/10.png,0.3323669731616974,0.8535815477371216,0.013822400942444801
sigmoid,cross,5-object,1,A photo of a book on the table,data_new/sigmoid/cross/5-object/1.png,0.2563571333885193,0.8851801156997681,0.03796185180544853
sigmoid,cross,5-object,2,A photo of a cup on the table,data_new/sigmoid/cross/5-object/2.png,0.2794181704521179,0.908589243888855,0.020822672173380852
sigmoid,cross,5-object,3,A photo of a lamp on the table,data_new/sigmoid/cross/5-object/3.png,0.2900475263595581,0.902233898639679,0.009294389747083187
sigmoid,cross,5-object,4,A photo of a phone on the table,data_new/sigmoid/cross/5-object/4.png,0.26965421438217163,0.8263257145881653,0.030699163675308228
sigmoid,cross,5-object,5,A photo of a chair on the table,data_new/sigmoid/cross/5-object/5.png,0.28593355417251587,0.9004279375076294,0.02453695423901081
sigmoid,cross,5-object,6,A photo of a table on the table,data_new/sigmoid/cross/5-object/6.png,0.2509479224681854,0.9569661617279053,0.010641097091138363
sigmoid,cross,5-object,7,A photo of a pen on the table,data_new/sigmoid/cross/5-object/7.png,0.27210330963134766,0.9527912139892578,0.015243848785758018
sigmoid,cross,5-object,8,A photo of a key on the table,data_new/sigmoid/cross/5-object/8.png,0.26856932044029236,0.8608824014663696,0.028362544253468513
sigmoid,cross,5-object,9,A photo of a bag on the table,data_new/sigmoid/cross/5-object/9.png,0.28660792112350464,0.8562984466552734,0.030185868963599205
sigmoid,cross,5-object,10,A photo of a clock on the table,data_new/sigmoid/cross/5-object/10.png,0.3018752336502075,0.7957581281661987,0.03279592841863632
sigmoid,cross,6-plants,1,A drawing of a garden filled with roses,data_new/sigmoid/cross/6-plants/1.png,0.3164675533771515,0.9504711627960205,0.02317093312740326
sigmoid,cross,6-plants,2,A drawing of a garden filled with tulips,data_new/sigmoid/cross/6-plants/2.png,0.31168439984321594,0.8995694518089294,0.02557184547185898
sigmoid,cross,6-plants,3,A drawing of a garden filled with daisies,data_new/sigmoid/cross/6-plants/3.png,0.31654930114746094,0.9589860439300537,0.019487204030156136
sigmoid,cross,6-plants,4,A drawing of a garden filled with lavender,data_new/sigmoid/cross/6-plants/4.png,0.3179713189601898,0.8341324329376221,0.0505816675722599
sigmoid,cross,6-plants,5,A drawing of a garden filled with lotus,data_new/sigmoid/cross/6-plants/5.png,0.30275678634643555,0.8999390602111816,0.03498383238911629
sigmoid,cross,6-plants,6,A drawing of a garden filled with orchids,data_new/sigmoid/cross/6-plants/6.png,0.3064151406288147,0.9487451314926147,0.02894570678472519
sigmoid,cross,6-plants,7,A drawing of a garden filled with peonies,data_new/sigmoid/cross/6-plants/7.png,0.34510576725006104,0.9484042525291443,0.02835996448993683
sigmoid,cross,6-plants,8,A drawing of a garden filled with violets,data_new/sigmoid/cross/6-plants/8.png,0.3096010684967041,0.9252381324768066,0.027316847816109657
sigmoid,cross,6-plants,9,A drawing of a garden filled with carnations,data_new/sigmoid/cross/6-plants/9.png,0.3101269006729126,0.9545269012451172,0.016562364995479584
sigmoid,cross,6-plants,10,A drawing of a garden filled with hydrangeas,data_new/sigmoid/cross/6-plants/10.png,0.35177159309387207,0.9310412406921387,0.03671856224536896
sigmoid,cross,7-text,1,A magazine cover with the headline “FASHION”,data_new/sigmoid/cross/7-text/1.png,0.2539966106414795,0.9421074390411377,0.0021912595257163048
sigmoid,cross,7-text,2,A magazine cover with the headline “DESIGN”,data_new/sigmoid/cross/7-text/2.png,0.2521805763244629,0.9056829214096069,0.017989203333854675
sigmoid,cross,7-text,3,A magazine cover with the headline “TRENDS”,data_new/sigmoid/cross/7-text/3.png,0.2399636059999466,0.9001448154449463,0.00951095949858427
